,State,Year,GW_Level,Tr_State,Post,DiD,Rainfall_June,RainyDays_June,Rainfall_May,RainyDays_May,Rainfall_P1,RainyDays_P1,Rainfall_P2,RainyDays_P2,Temp_June,Temp_May,Temp_P1,Temp_P2,Time_To_Treatment,Log_GW_Level,Log_Rainfall_May,Log_Temp_May,GSDP,AgGDP,Population,SoD,RiceT,RiceK
1,Andhra Pradesh,2002,6.086199217,0,0,0,104.3729515,30,34.06069249,31,11.30040332,41,161.1766216,41,302.451415,305.03792,302.6092768,298.3371017,-7,1.806023785,3.528144006,5.720436097,NA,NA,NA,NA,1867.16,1354.72
2,Andhra Pradesh,2003,7.691005523,0,0,0,71.89496447,30,3.54003905,31,34.80882869,41,131.0876862,41,304.0490603,305.9464539,302.7142683,298.9127802,-6,2.040051532,1.264137758,5.723410099,NA,NA,NA,NA,1957.32,1367.87
3,Andhra Pradesh,2004,6.754107267,0,0,0,124.8667792,30,111.7045795,31,22.96051928,39,108.2240848,41,302.4649013,302.9205758,303.023022,298.5102234,-5,1.910150804,4.715857704,5.713470645,13476688,3224006,NA,38,2227.69,1564.24
4,Andhra Pradesh,2005,7.408788612,0,0,0,73.02365936,30,37.94519625,31,34.76985117,41,272.2482766,41,303.852855,304.523099,302.5903417,297.8002334,-4,2.002666946,3.636142915,5.718746943,14197662,3280413,NA,NA,2520.72,1595.2
5,Andhra Pradesh,2006,5.415485014,0,0,0,139.6372069,30,80.68934795,31,40.65195193,41,210.6064481,41,302.4766773,303.8934358,302.165912,298.7551739,-3,1.689262445,4.390606571,5.7166771,15738632,3633146,46897.375,NA,2488.9,1681.06
6,Andhra Pradesh,2007,6.175903734,0,0,0,289.264691,30,43.29010034,31,19.49083954,41,127.6440939,40,301.9815187,304.9123155,302.1829607,298.4896417,-2,1.820655225,3.767923979,5.720024245,17802768,4799822,NA,NA,2576,1734
7,Andhra Pradesh,2008,5.130287626,0,0,0,84.93460066,30,27.99170556,31,121.1448816,40,124.8372967,40,302.517559,305.0541987,301.1772412,298.766042,-1,1.635161725,3.331908236,5.720489462,18182940,5349301,NA,NA,2695.73,1777.37
8,Andhra Pradesh,2009,5.752172817,0,1,0,62.38864786,30,62.88925744,31,9.656175424,41,115.4147874,40,303.594908,304.4045184,302.4539444,299.4981744,0,1.749577665,4.141375361,5.718357469,NA,NA,NA,NA,2325.74,1468
9,Andhra Pradesh,2010,4.875345584,0,1,0,151.6054214,30,115.7687016,31,7.280857755,41,265.9522472,41,302.8650873,304.6557297,303.329501,299.0509217,1,1.584190991,4.751594249,5.719182384,NA,NA,NA,NA,NA,NA
10,Andhra Pradesh,2011,4.747974433,0,1,0,63.94600111,30,31.23798285,31,16.10210886,41,83.91235538,40,302.7916423,304.5062587,301.872058,299.1464371,2,1.557718092,3.441634753,5.718691641,NA,NA,NA,NA,NA,NA
11,Andhra Pradesh,2012,6.095813556,0,1,0,84.30082572,30,25.3095289,31,9.993605943,41,156.80531,41,303.731056,305.0381777,302.5788473,298.6846341,3,1.807602233,3.231180961,5.720436942,NA,NA,NA,NA,NA,NA
12,Andhra Pradesh,2013,5.724679241,0,1,0,159.2455062,30,22.75835022,31,7.486326404,41,205.6240275,41,302.0892063,305.1712087,302.8374122,298.6110707,4,1.74478652,3.124932121,5.720872959,NA,NA,NA,NA,NA,NA
13,Andhra Pradesh,2014,5.140372937,0,1,0,68.91896663,30,74.30220862,31,7.093958733,41,149.5671318,40,304.2940283,304.3102281,302.6370676,299.2621427,5,1.637125633,4.308140677,5.718047668,NA,NA,NA,NA,NA,NA
14,Andhra Pradesh,2015,5.828443207,0,1,0,222.7237198,30,40.47654675,31,40.56184832,41,211.3691279,41,302.2354673,305.0824623,302.3528173,299.6699529,6,1.762749933,3.700722714,5.720582108,NA,NA,NA,NA,NA,NA
15,Andhra Pradesh,2016,5.670249402,0,1,0,241.1263111,30,99.21027828,31,3.803419384,40,29.05528096,39,302.1289567,304.8481471,303.9685837,300.1858551,7,1.735233103,4.597241621,5.719813774,NA,NA,NA,NA,NA,NA
16,Assam,2002,3.138020934,0,0,0,566.0112257,30,393.5980488,31,259.9641407,41,123.1286273,41,299.7865397,298.2531448,295.7336885,295.2388612,-7,1.143592325,5.975330208,5.697942605,NA,NA,NA,NA,2540.73,464.52
17,Assam,2003,3.269714714,0,0,0,687.0860803,30,288.1930547,31,280.158553,41,63.41422242,41,299.5345337,298.309689,294.9670207,295.7275924,-6,1.184702738,5.663630584,5.698132172,NA,NA,NA,NA,2529.86,441.17
18,Assam,2004,2.703332433,0,0,0,499.1323953,30,390.0897757,31,543.7707476,41,43.42501429,41,299.7268313,298.6478642,295.3803429,295.0055107,-5,0.994485246,5.966376907,5.699265168,5339771,1158871,NA,22,2383.74,436.25
19,Assam,2005,3.067343966,0,0,0,284.0303692,30,314.2914258,31,295.4570499,41,107.051209,41,300.590874,297.2484635,295.3556771,295.4584446,-4,1.120812029,5.750320663,5.694568367,5521356,1427998,NA,NA,2420.34,398.33
20,Assam,2006,3.181286967,0,0,0,427.8775897,30,324.6798127,31,239.8068023,41,34.40928854,41,299.7715783,299.2178113,295.9275559,295.9028524,-3,1.157285822,5.782839505,5.701171774,5778352,1434835,28931,NA,2196.58,379.45
21,Assam,2007,3.63211279,0,0,0,684.8892028,30,261.0612412,31,241.5937994,41,123.7717843,41,299.7031757,299.7916058,296.1434932,295.7033851,-2,1.289814515,5.56475502,5.703087586,6056720,1557501,NA,NA,2323.99,354.13
22,Assam,2008,NA,0,0,0,516.069748,30,276.0384105,31,249.6659099,41,67.09166208,41,299.890597,299.2642171,295.6885566,295.4443854,-1,NA,5.620540025,5.701326852,6403256,1752517,NA,NA,2484.14,350.68
23,Assam,2009,NA,0,1,0,391.9785212,30,282.4598916,31,167.7215533,40,61.03144791,41,300.520266,299.198809,296.3878302,296.1885505,0,NA,5.643536564,5.701108266,NA,NA,NA,NA,2497.63,340.83
24,Assam,2010,NA,0,1,0,655.0178193,30,543.6171543,31,557.9290082,41,81.95201499,41,299.411305,298.5104029,296.4898393,296.5672002,1,NA,6.298245239,5.698804783,NA,NA,NA,NA,NA,NA
25,Assam,2011,NA,0,1,0,449.2816406,30,443.7733927,31,217.9521515,41,51.30042016,41,300.4941827,298.9370861,295.7562246,295.3465878,2,NA,6.095314055,5.700233137,NA,NA,NA,NA,NA,NA
26,Assam,2012,NA,0,1,0,755.7381905,30,220.5603854,31,221.7072723,41,48.4497089,41,299.8142303,299.4326061,295.7104749,295.239799,3,NA,5.396171514,5.701889371,NA,NA,NA,NA,NA,NA
27,Assam,2013,4.529578573,0,1,0,375.0843358,30,488.4877295,31,208.2727265,41,64.14463933,41,301.3018723,298.4680039,296.3664195,295.157319,4,1.510628905,6.191314352,5.698662737,NA,NA,NA,NA,NA,NA
28,Assam,2014,4.285677409,0,1,0,523.4082495,30,310.8886836,31,84.37856573,41,47.48294557,41,300.7679063,298.73098,296.8900751,296.5336015,5,1.455278628,5.739434918,5.699543436,NA,NA,NA,NA,NA,NA
29,Assam,2015,4.240371554,0,1,0,634.3452376,30,345.2634989,31,217.3735998,41,44.50875415,41,299.8657883,298.6452429,296.5288588,295.9253544,6,1.444650896,5.84430789,5.69925639,NA,NA,NA,NA,NA,NA
30,Assam,2016,4.703804577,0,1,0,409.4378658,30,411.8105301,31,344.0987752,41,120.9300575,41,300.7509373,298.3240903,296.361538,297.0001407,7,1.548371666,6.020563365,5.698180447,NA,NA,NA,NA,NA,NA
31,Bihar,2002,4.804379772,0,0,0,192.8797764,30,104.1097896,31,13.98220967,41,44.54999982,41,303.1325537,302.9615132,301.2943932,296.8898129,-7,1.569527954,4.645446011,5.713605778,NA,NA,NA,NA,3584.73,583.28
32,Bihar,2003,4.90557977,0,0,0,322.212502,30,34.44846009,31,29.24255254,40,111.5168472,41,303.4814733,304.7420161,300.8955117,296.9165205,-6,1.590373286,3.539464297,5.71946557,NA,NA,NA,NA,3768.25,744.15
33,Bihar,2004,4.819269222,0,0,0,258.0743986,30,63.69370283,28,11.52603474,37,11.21985248,36,302.9140553,304.8671168,302.0561015,296.2368698,-5,1.572622303,4.154085701,5.719875999,7778116,2067296,NA,39,3140.11,534.52
34,Bihar,2005,5.333750924,0,0,0,153.3454718,30,34.48311022,31,15.55649668,34,68.94739066,34,306.253389,304.3949284,301.136492,296.6500644,-4,1.674054729,3.540469645,5.718325965,7646594,2082723,NA,NA,3251.26,533.24
35,Bihar,2006,5.146712882,0,0,0,242.847548,30,111.6547693,31,38.85831143,41,23.71839017,41,303.2808263,303.9506471,301.1521829,297.4564117,-3,1.638358236,4.715411694,5.716865343,8884017,2714782,93549,NA,3364.04,518.02
36,Bihar,2007,5.282930808,0,0,0,271.9956966,30,60.43927909,31,25.59263241,31,26.82714874,40,303.8110783,304.8368916,300.93338,297.3283822,-2,1.664481021,4.10163921,5.719776852,9377406,2704872,NA,NA,3477.42,524.27
37,Bihar,2008,5.206450026,0,0,0,346.152643,30,93.22321118,31,18.07803198,36,3.106227498,39,302.0870387,304.2645894,301.0883007,297.5749941,-1,1.649898247,4.534996738,5.717897683,10741179,3665967,NA,NA,3495.27,546.87
38,Bihar,2009,5.414329443,0,1,0,127.640173,30,170.356026,31,5.916964909,38,9.224701027,35,305.3786643,303.5372894,301.6122663,297.2293015,0,1.68904904,5.137890518,5.715504467,NA,NA,NA,NA,3124.04,525.89
39,Bihar,2010,5.879835615,0,1,0,152.3847488,30,82.32680582,31,8.84779203,35,54.14281727,41,305.2311513,304.8523174,303.47336,298.1402285,1,1.771528805,4.410696763,5.719827454,NA,NA,NA,NA,NA,NA
40,Bihar,2011,6.076333742,0,1,0,310.4645692,30,84.84208039,31,23.47777877,41,21.71380683,37,303.3183233,303.7377984,300.393562,297.1033383,2,1.804401511,4.440791651,5.716164824,NA,NA,NA,NA,NA,NA
41,Bihar,2012,5.705273278,0,1,0,145.8893893,30,13.76572226,31,21.25161365,41,14.84249212,29,306.1400013,306.3828061,300.1105876,296.3260729,3,1.741390884,2.622181608,5.724835321,NA,NA,NA,NA,NA,NA
42,Bihar,2013,5.508227118,0,1,0,265.3032066,30,121.7132708,31,16.30853326,32,113.9929386,35,303.0962887,304.2165826,301.302501,296.2647134,4,1.706242814,4.801668039,5.71773989,NA,NA,NA,NA,NA,NA
43,Bihar,2014,5.161183684,0,1,0,170.7594162,30,99.20049557,31,3.125342659,35,57.42090074,40,304.8423763,304.8675135,300.8575924,296.6471561,5,1.641165949,4.59714301,5.7198773,NA,NA,NA,NA,NA,NA
44,Bihar,2015,5.292320719,0,1,0,183.4091992,30,46.90814953,31,65.7265202,39,24.12271717,41,304.8390467,304.9325903,299.8842007,297.8474541,6,1.666256849,3.848191424,5.720090737,NA,NA,NA,NA,NA,NA
45,Bihar,2016,5.994228644,0,1,0,202.9894119,30,96.26152981,31,22.04042877,35,5.175810774,36,304.2925963,303.5548935,302.2223944,297.4825515,7,1.790797114,4.567068756,5.715562463,NA,NA,NA,NA,NA,NA
46,Chhattisgarh,2002,7.344051022,0,0,0,225.4065563,30,9.447038078,28,17.89370203,41,36.84674446,37,302.4385023,307.0128358,302.3353871,296.6084259,-7,1.993890601,2.245701261,5.726889557,NA,NA,NA,NA,3777.66,3777.66
47,Chhattisgarh,2003,7.683731831,0,0,0,188.2908672,30,0.819000288,27,37.2303203,40,95.00694241,41,304.4934297,307.3983013,301.9781154,296.359932,-6,2.039105345,-0.199670843,5.728144305,NA,NA,NA,NA,3828.99,3828.99
48,Chhattisgarh,2004,6.769645645,0,0,0,242.5070872,30,24.71623941,31,13.34291264,31,20.28424656,35,302.0122717,305.5647377,303.4353959,296.0316107,-5,1.912448744,3.207460494,5.722161664,4786229,705744,NA,20,3843.87,3843.87
49,Chhattisgarh,2005,7.053728969,0,0,0,184.7492959,30,18.36765951,27,9.657118249,39,83.63164625,32,305.3870667,305.9788245,302.206791,295.7894629,-4,1.953556409,2.910591483,5.723515899,4940774,890805,NA,NA,3854.37,3854.37
50,Chhattisgarh,2006,7.185329187,0,0,0,127.4443445,30,66.91004809,31,40.43049926,41,46.84462062,40,303.2659933,304.2430239,301.0394461,296.7804773,-3,1.972041334,4.203349152,5.717826803,5859816,967892,23189.5,NA,3905.34,3905.34
51,Chhattisgarh,2007,7.299418978,0,0,0,297.142633,30,15.66469653,31,28.93626749,30,18.39926224,34,302.9509183,305.6962732,301.9522232,296.3529356,-2,1.987794753,2.751409552,5.722592038,6364377,1295565,NA,NA,3902.9,3902.9
52,Chhattisgarh,2008,7.303015331,0,0,0,377.1009246,30,5.401012627,30,63.40370735,39,12.62764805,36,300.7281707,306.1697297,301.221251,297.1799563,-1,1.988287322,1.68658646,5.72413962,6898211,1314267,NA,NA,3928.83,3928.83
53,Chhattisgarh,2009,7.61519685,0,1,0,85.11213182,30,14.65975333,31,8.75320865,40,40.40175322,32,305.5134357,306.4762252,302.678928,296.9387983,0,2.030145836,2.68510587,5.725140184,NA,NA,NA,NA,3837.6,3837.6
54,Chhattisgarh,2010,7.811588735,0,1,0,158.2169176,30,35.04156658,31,3.700419941,40,109.3158901,41,304.2262057,306.3216419,304.723301,297.2733259,1,2.055608366,3.556534973,5.724635667,NA,NA,NA,NA,NA,NA
55,Chhattisgarh,2011,7.365299361,0,1,0,287.333588,30,10.76794449,31,21.34907661,41,2.860143799,26,301.61463,305.7712229,301.811208,297.0645661,2,1.996779696,2.376573618,5.722837185,NA,NA,NA,NA,NA,NA
56,Chhattisgarh,2012,7.265487422,0,1,0,177.9675207,30,6.99445381,31,10.41260127,41,69.09511011,30,304.360279,307.0046277,302.3838629,295.9505234,3,1.983135387,1.945117522,5.726862822,NA,NA,NA,NA,NA,NA
57,Chhattisgarh,2013,7.288879123,0,1,0,387.6676028,30,3.277280526,30,30.62064316,40,138.1400693,36,301.1229413,307.3391894,302.4291271,295.777592,4,1.986349779,1.187013971,5.727951989,NA,NA,NA,NA,NA,NA
58,Chhattisgarh,2014,6.643838806,0,1,0,117.8897602,30,49.14806591,30,12.46877574,38,104.0409506,36,304.2907653,304.8871065,302.0838059,296.6372429,5,1.89368993,3.894837495,5.719941565,NA,NA,NA,NA,NA,NA
59,Chhattisgarh,2015,6.039423964,0,1,0,317.6690895,30,25.81753365,30,37.10289047,40,19.99545063,41,302.2823233,306.2820129,301.0802361,297.9679495,6,1.798308637,3.25105386,5.724506288,NA,NA,NA,NA,NA,NA
60,Chhattisgarh,2016,7.893111441,0,1,0,204.4860182,30,23.72431861,31,21.14665222,36,2.430854876,24,303.87067,305.8644584,303.5214154,296.5547607,7,2.06599041,3.166500624,5.723142057,NA,NA,NA,NA,NA,NA
61,Gujarat,2002,11.16717149,0,0,0,147.9884424,30,2.153366141,30,2.276634957,39,1.003332533,31,304.342607,305.4138832,302.215892,300.5901529,-7,2.412978357,0.767032265,5.721667851,NA,NA,NA,NA,480.8,469
62,Gujarat,2003,11.01134919,0,0,0,100.3137253,30,0.731250004,30,0.428933951,29,0.249445547,28,304.053026,304.9173158,302.264702,300.0278122,-6,2.398926485,-0.312999875,5.720040644,NA,NA,NA,NA,675.3,651.4
63,Gujarat,2004,10.30378039,0,0,0,127.5461917,30,16.34454092,29,0.071519584,23,1.536603783,30,303.7454573,304.8352868,302.5945722,299.8591788,-5,2.332510856,2.793893953,5.719771587,20337300,2674600,NA,76,679.4,665.6
64,Gujarat,2005,10.95085459,0,0,0,183.8354329,30,1.762575812,31,0.007287139,15,0.566838673,13,304.1834127,304.6734671,301.6719185,299.5226427,-4,2.393417498,0.566776269,5.719240603,23377600,3532300,NA,NA,672.9,648.3
65,Gujarat,2006,9.582382682,0,0,0,79.11674679,30,2.954064279,31,0.189636729,41,1.023679967,28,304.030328,304.7966661,301.2604254,300.3762871,-3,2.259926275,1.083181944,5.719644886,25339300,4207500,55555.5,NA,689.3,655.6
66,Gujarat,2007,9.311698874,0,0,0,124.2080516,30,1.489001909,31,2.078080988,23,5.662455852,25,304.2707423,304.8994819,302.3619773,300.1720976,-2,2.231271553,0.398106036,5.719982155,28127300,5107700,NA,NA,758.6,726
67,Gujarat,2008,8.784527836,0,0,0,116.4832813,30,1.165974463,31,3.202622258,32,1.629721702,29,303.254196,304.0983426,301.5989229,300.4369198,-1,2.172991974,0.153557186,5.717351144,30034100,5108800,NA,NA,747.3,722.1
68,Gujarat,2009,9.789331755,0,1,0,53.46655115,30,0.638090241,30,1.269631644,36,15.95518442,25,304.4580453,304.8700526,302.6850529,299.7765029,0,2.281293196,-0.449275562,5.719885629,NA,NA,NA,NA,679.5,658.5
69,Gujarat,2010,10.71171006,0,1,0,43.03139915,30,0.660816942,31,0.219081843,34,52.52018038,38,305.0508067,306.3546374,303.2880422,300.4162824,1,2.371337541,-0.414278418,5.724743377,NA,NA,NA,NA,NA,NA
70,Gujarat,2011,9.050934676,0,1,0,39.25818287,30,1.601044594,31,0.16475855,41,1.323872023,25,304.5317953,304.6751965,302.1174744,301.0809488,2,2.202868031,0.470656287,5.71924628,NA,NA,NA,NA,NA,NA
71,Gujarat,2012,9.786249204,0,1,0,28.7548807,30,1.700188686,31,0.516335788,41,0.083162185,26,304.506237,304.5679132,301.6775307,299.8295317,3,2.280978258,0.530739237,5.718894094,NA,NA,NA,NA,NA,NA
72,Gujarat,2013,10.5111572,0,1,0,140.4653018,30,0.981527907,30,2.331996035,27,3.322370595,27,303.4998837,305.2926239,301.3682524,299.0373712,4,2.352437283,-0.018644833,5.721270739,NA,NA,NA,NA,NA,NA
73,Gujarat,2014,9.50025071,0,1,0,14.60312642,30,2.38047898,31,1.098369501,29,5.92956441,32,305.355893,305.1971435,301.3918437,301.2540424,5,2.251318189,0.86730172,5.72095794,NA,NA,NA,NA,NA,NA
74,Gujarat,2015,11.13370018,0,1,0,107.1485655,30,1.019959238,31,7.168724716,33,1.559810285,38,304.3743207,306.0642516,302.3250354,301.1353637,6,2.409976561,0.019762664,5.723795053,NA,NA,NA,NA,NA,NA
75,Gujarat,2016,10.886409,0,1,0,55.44081944,30,3.517430066,31,0.345341245,28,0.137236058,24,305.2365703,305.9453961,302.2863366,299.2146449,7,2.38751513,1.257730628,5.723406642,NA,NA,NA,NA,NA,NA
76,Haryana,2002,9.97113105,1,0,0,36.44516063,30,23.52031149,27,6.744081405,38,4.13391997,38,306.744965,307.1277045,299.7343337,295.8862446,-7,2.299694023,3.157864366,5.727263637,NA,NA,NA,NA,905.66,905.66
77,Haryana,2003,10.42515027,1,0,0,51.20885144,29,13.88724978,28,13.01761799,38,2.851723195,33,307.382062,305.4137919,299.3044351,295.1938373,-6,2.344221182,2.630971137,5.721667552,NA,NA,NA,NA,1015.19,1015.19
78,Haryana,2004,9.815054019,1,0,0,48.08424139,30,8.128779114,25,1.173340452,25,12.91647181,27,305.20217,306.0316519,301.6742222,294.4857441,-5,2.283917331,2.095410742,5.723688534,9579512,2097146,NA,109,1024.24,1024.24
79,Haryana,2005,9.962596396,1,0,0,71.43877905,30,17.66634628,30,13.43052332,37,1.212182758,22,307.509194,305.1991371,298.7170427,295.4110661,-4,2.29883772,2.87166149,5.720964472,10460779,2175379,NA,NA,1046.61,1046.61
80,Haryana,2006,9.759939693,1,0,0,63.19122356,30,21.10106845,31,30.52699308,41,13.04148995,40,305.495519,306.6295032,298.2097312,296.4985449,-3,2.278286221,3.049323677,5.725640189,11634434,2735729,23248,NA,1042.06,1042.06
81,Haryana,2007,9.492667995,1,0,0,64.3498826,30,16.91228492,31,55.16948028,29,1.81653176,22,306.6177803,306.0449013,299.3791037,296.1247744,-2,2.250519711,2.828040276,5.723731827,12617076,3219437,NA,NA,1072.57,1072.57
82,Haryana,2008,9.993406814,1,0,0,210.0308501,30,48.5573766,31,32.34416644,40,8.155410064,30,303.2779007,304.1728529,298.8188441,296.6629578,-1,2.301925557,3.882746121,5.717596135,13647794,4013723,NA,NA,1211.17,1211.17
83,Haryana,2009,9.38940111,1,1,1,20.47030665,27,19.92670245,30,24.75799129,37,4.540492217,28,307.523005,305.747061,298.4778012,295.402842,0,2.239581512,2.992060664,5.722758162,NA,NA,NA,NA,1206.45,1206.45
84,Haryana,2010,10.42734291,1,1,1,50.39455805,30,19.81404391,31,2.849606073,35,15.92939868,34,306.455672,307.5095813,302.4988395,296.1004712,1,2.344431482,2.986390975,5.728506245,NA,NA,NA,NA,NA,NA
85,Haryana,2011,9.589443429,1,1,1,83.20337714,30,25.35038155,31,17.41709712,41,0.331833878,30,305.0235323,305.7668084,297.8431983,296.1396129,2,2.260662851,3.232793781,5.722822747,NA,NA,NA,NA,NA,NA
86,Haryana,2012,10.91480653,1,1,1,5.880817606,29,3.324574237,31,14.77606894,41,7.324844085,34,308.4695193,306.0762365,297.82257,294.7530351,3,2.390120265,1.201341617,5.72383421,NA,NA,NA,NA,NA,NA
87,Haryana,2013,10.27570029,1,1,1,61.40779291,30,3.782578579,24,29.05138657,37,14.09738659,28,305.7663047,306.4272606,298.0995146,294.777568,4,2.329781913,1.330405941,5.724980405,NA,NA,NA,NA,NA,NA
88,Haryana,2014,9.273239294,1,1,1,20.9491313,25,16.18928478,31,53.36698271,40,9.107624377,28,307.8070647,304.4630965,296.9041912,295.4335485,5,2.227132757,2.78434959,5.718549886,NA,NA,NA,NA,NA,NA
89,Haryana,2015,10.06110121,1,1,1,68.27139921,30,13.04310178,30,84.23850413,37,17.25787181,40,305.471294,306.179209,297.400709,296.6028451,6,2.308676623,2.568259394,5.724170581,NA,NA,NA,NA,NA,NA
90,Haryana,2016,8.558944695,1,1,1,57.99792171,30,29.6055434,28,29.7125932,32,0.061568294,26,306.8170863,306.3341258,299.5692039,296.4017995,7,2.146976899,3.387961621,5.724676421,NA,NA,NA,NA,NA,NA
91,Himachal Pradesh,2002,8.990166667,0,0,0,72.37226717,30,32.94534898,31,48.39549872,41,23.05866133,41,285.7959367,282.5962452,276.1726588,275.9888356,-7,2.196131387,3.494850097,5.644019183,NA,NA,NA,NA,83.28,83.28
92,Himachal Pradesh,2003,9.594770202,0,0,0,67.58953786,30,77.6883023,31,127.1749169,41,31.03784911,41,285.5586923,279.9098703,275.3823017,276.2469459,-6,2.261218179,4.352704697,5.63446766,NA,NA,NA,NA,81.34,81.34
93,Himachal Pradesh,2004,9.055628247,0,0,0,78.08687045,30,29.91131218,31,40.71389567,41,34.11285546,41,284.968138,281.9830306,278.0621471,272.3928066,-5,2.20338647,3.398236742,5.641846894,2407658,474739,NA,30,79.52,79.52
94,Himachal Pradesh,2005,9.148136925,0,0,0,72.92486716,30,74.36720919,31,137.3313523,41,10.15927017,41,284.8367297,280.4130355,274.992971,275.9749159,-4,2.213550244,4.309015108,5.636263643,2610733,514931,NA,NA,79.37,79.37
95,Himachal Pradesh,2006,9.11519721,0,0,0,89.11188535,30,52.15763864,31,169.4620375,41,37.68183757,41,285.657918,283.3672303,274.5051007,276.5975568,-3,2.209943044,3.954270645,5.64674369,2848059,507211,6471.5,NA,79.22,79.22
96,Himachal Pradesh,2007,7.861169884,0,0,0,114.226412,30,57.83049568,31,159.4456865,41,12.34833556,40,287.1185663,283.0177184,279.0938734,276.5057788,-2,2.061935436,4.057516243,5.645509505,3091673,582478,NA,NA,78.56,78.56
97,Himachal Pradesh,2008,9.491349206,0,0,0,217.0888706,30,56.81681216,31,103.4231599,41,27.50085965,38,286.8042243,281.6973848,275.5368815,275.9970249,-1,2.250380774,4.039832271,5.640833391,3321011,607806,NA,NA,77.72,77.72
98,Himachal Pradesh,2009,9.205395623,0,1,0,39.15563027,30,53.67387384,31,102.913269,40,70.52137647,41,285.095582,281.1024694,275.1944015,274.7281285,0,2.219789793,3.982926362,5.638719262,NA,NA,NA,NA,76.19,76.19
99,Himachal Pradesh,2010,7.918445628,0,1,0,105.6585628,30,88.72117869,31,57.32022593,41,41.31820164,41,284.0665987,282.6006919,278.3449624,274.4981815,1,2.069194927,4.485498628,5.644034919,NA,NA,NA,NA,NA,NA
100,Himachal Pradesh,2011,7.451096443,0,1,0,120.3109789,30,35.52520488,31,156.7343456,41,20.14846463,41,284.9580483,282.9178658,274.6558095,276.6334088,2,2.008361195,3.570242441,5.645156629,NA,NA,NA,NA,NA,NA
101,Himachal Pradesh,2012,7.699833084,0,1,0,39.93626533,30,32.38307137,31,84.31864541,41,16.37503483,41,285.5784467,281.3957806,274.9375539,275.3913166,3,2.041198651,3.477635798,5.63976215,NA,NA,NA,NA,NA,NA
102,Himachal Pradesh,2013,7.670559524,0,1,0,240.1800808,30,40.13874127,31,84.58541133,41,48.41351457,41,285.532434,282.4845955,275.3022641,274.139461,4,2.037389562,3.692341984,5.64362402,NA,NA,NA,NA,NA,NA
103,Himachal Pradesh,2014,6.430026242,0,1,0,58.9188191,30,72.5118569,31,183.1745525,40,29.99418214,41,285.4216153,281.0146329,274.2299788,275.7624444,5,1.860978619,4.283750092,5.638406742,NA,NA,NA,NA,NA,NA
104,Himachal Pradesh,2015,6.491642409,0,1,0,100.2388441,30,49.70686461,31,163.1783839,41,53.49478488,41,284.1731457,282.0928461,275.2979529,275.861268,6,1.870515566,3.906143044,5.642236258,NA,NA,NA,NA,NA,NA
105,Himachal Pradesh,2016,8.074302296,0,1,0,91.87823546,30,51.17456544,31,150.7767789,41,6.161385442,40,287.0597967,283.0505106,276.411739,277.7655932,7,2.088686462,3.93524264,5.645625365,NA,NA,NA,NA,NA,NA
106,Jharkhand,2002,7.969908196,0,0,0,306.9524432,30,73.98125746,31,17.05871461,41,43.06745692,36,302.2034767,303.8394865,301.025962,295.7824024,-7,2.075672974,4.303811784,5.716499557,NA,NA,NA,NA,1059.03,136.35
107,Jharkhand,2003,7.399575015,0,0,0,257.8296725,30,23.73186586,29,55.23099131,40,127.8619991,40,303.0878267,304.6519752,300.3421337,296.2354027,-6,2.001422568,3.166818696,5.71917006,NA,NA,NA,NA,2051.74,614.15
108,Jharkhand,2004,7.286590278,0,0,0,221.0059327,30,24.16492429,30,10.28132898,34,17.71036906,28,301.9873543,304.9185439,302.1594973,295.2379746,-5,1.986035711,3.184902172,5.720044672,5975772,679460,NA,21,1134.23,153.62
109,Jharkhand,2005,8.108217796,0,0,0,170.2696953,30,26.48731894,29,30.93384412,38,130.5026362,28,305.3057547,304.5655777,300.716862,295.4752249,-4,2.09287809,3.276666088,5.718886426,5784841,736560,NA,NA,1104.12,149.37
110,Jharkhand,2006,7.954870224,0,0,0,192.8962218,30,104.6554696,31,36.4096586,41,30.25013566,36,302.2268293,302.9282323,300.3876354,296.4936127,-3,2.073784348,4.650673713,5.71349592,5922572,865457,29967,NA,1179.21,183.64
111,Jharkhand,2007,7.878152489,0,0,0,210.8390198,30,49.92063503,31,38.19864824,27,24.53722562,37,302.9422343,303.6755184,300.3001668,296.2988705,-2,2.064093421,3.910434445,5.715959758,7137711,993415,NA,NA,1198.06,183.31
112,Jharkhand,2008,7.657232308,0,0,0,403.4709773,30,44.18595932,31,23.8514187,32,3.245327235,37,300.770324,304.0268158,300.54537,296.7961483,-1,2.035650601,3.788407076,5.717115907,7012946,1242345,NA,NA,1196.87,188.44
113,Jharkhand,2009,7.705271483,0,1,0,74.54288458,30,129.3974669,30,8.977078841,40,26.7021667,26,304.9209287,303.4449516,301.4605668,296.4474666,0,2.041904703,4.862888806,5.715200216,NA,NA,NA,NA,825.79,0
114,Jharkhand,2010,8.461474191,0,1,0,144.7161427,30,51.57393597,31,6.251436402,34,57.44291277,41,304.4951387,304.6678132,303.8029983,297.4361956,1,2.135523413,3.943016428,5.719222046,NA,NA,NA,NA,NA,NA
115,Jharkhand,2011,8.936487806,0,1,0,397.9902978,30,55.05889137,31,32.14230009,41,22.70234383,36,302.0239383,303.8355206,300.5450693,296.2133829,2,2.190142649,4.008403364,5.716486504,NA,NA,NA,NA,NA,NA
